,URL,EVENT_DATE,LOCATION,EVENT,BOUT,WEIGHTCLASS,Red_Victory,FIGHTER_Red,STANCE_Red,DOB_Red,HEIGHT_in_Red,WEIGHT_lbs_Red,REACH_in_Red,FIGHTER_Blue,STANCE_Blue,DOB_Blue,HEIGHT_in_Blue,WEIGHT_lbs_Blue,REACH_in_Blue,Age_yrs_Red,Age_yrs_Blue,WEIGHT_lbs_diff,HEIGHT_in_diff,REACH_in_diff,Age_diff,STANCE_diff,Red_prior_fights,Red_prior_victories,Red_prior_losses,Red_prior_f_win,Blue_prior_fights,Blue_prior_victories,Blue_prior_losses,Blue_prior_f_win
0,http://ufcstats.com/fight-details/998bde5639c61adb,2024-10-12,"Las Vegas, Nevada, USA",UFC Fight Night: Royval vs. Taira ,Brandon Royval  vs. Tatsuro Taira ,Flyweight Bout,1.0,Brandon Royval,Southpaw,1992-08-16,69.0,125.0,68.0,Tatsuro Taira,,2000-01-27,,,,32.156937903844046,24.709779870769903,,,,-7.4471580330741425,,9.0,6.0,3.0,0.6666666666666666,6.0,6.0,0.0,1.0
1,http://ufcstats.com/fight-details/6fa2dae90bda4742,2024-10-12,"Las Vegas, Nevada, USA",UFC Fight Night: Royval vs. Taira ,Brad Tavares  vs. JunYong Park ,Middleweight Bout,0.0,Brad Tavares,Orthodox,1987-12-21,73.0,185.0,74.0,,,,,,,36.811411674515384,,,,,,,24.0,15.0,9.0,0.625,0.0,0.0,0.0,
2,http://ufcstats.com/fight-details/ee5c0b8a757992af,2024-10-12,"Las Vegas, Nevada, USA",UFC Fight Night: Royval vs. Taira ,Chidi Njokuani  vs. Jared Gooden ,Welterweight Bout,1.0,Chidi Njokuani,Orthodox,1988-12-31,75.0,185.0,80.0,Jared Gooden,Orthodox,1993-12-05,72.0,170.0,77.0,35.78195159347278,30.85368524805607,15.0,3.0,3.0,-4.928266345416712,Orthodox_Orthodox,5.0,3.0,2.0,0.6,6.0,2.0,4.0,0.3333333333333333
3,http://ufcstats.com/fight-details/98c29ba02cee5ba3,2024-10-12,"Las Vegas, Nevada, USA",UFC Fight Night: Royval vs. Taira ,Grant Dawson  vs. Rafa Garcia ,Lightweight Bout,1.0,Grant Dawson,Switch,1994-02-20,70.0,155.0,72.0,Rafa Garcia,Orthodox,1994-08-05,67.0,155.0,70.0,30.642864965502135,30.188369291424817,0.0,3.0,2.0,-0.454495674077319,Switch_Orthodox,10.0,9.0,1.0,0.9,7.0,4.0,3.0,0.5714285714285714
4,http://ufcstats.com/fight-details/f690949d90ff1dee,2024-10-12,"Las Vegas, Nevada, USA",UFC Fight Night: Royval vs. Taira ,Daniel Rodriguez  vs. Alex Morono ,Welterweight Bout,1.0,Daniel Rodriguez,Southpaw,1986-12-31,73.0,170.0,74.0,Alex Morono,Orthodox,1990-08-16,71.0,170.0,72.0,37.78337531486146,34.15836162523272,0.0,2.0,2.0,-3.6250136896287373,Southpaw_Orthodox,11.0,7.0,4.0,0.6363636363636364,20.0,13.0,7.0,0.65
5,http://ufcstats.com/fight-details/f1cc9169813c4a3e,2024-10-12,"Las Vegas, Nevada, USA",UFC Fight Night: Royval vs. Taira ,CJ Vergara  vs. Ramazan Temirov ,Flyweight Bout,0.0,CJ Vergara,Orthodox,1991-06-18,66.0,135.0,68.0,Ramazan Temirov,,1997-01-31,,125.0,,33.32055634651188,27.696856861241923,10.0,,,-5.6236994852699596,,6.0,3.0,3.0,0.5,0.0,0.0,0.0,
6,http://ufcstats.com/fight-details/69a5895fde58432c,2024-10-12,"Las Vegas, Nevada, USA",UFC Fight Night: Royval vs. Taira ,Jonathan Pearce  vs. Pat Sabatini ,Featherweight Bout,0.0,Jonathan Pearce,Switch,1992-05-01,72.0,145.0,71.0,Pat Sabatini,Orthodox,1990-11-09,68.0,145.0,70.0,32.44989595882159,33.925637936699154,0.0,4.0,1.0,1.47574197787756,Switch_Orthodox,8.0,5.0,3.0,0.625,7.0,5.0,2.0,0.7142857142857143
7,http://ufcstats.com/fight-details/57415110bd494c79,2024-10-12,"Las Vegas, Nevada, USA",UFC Fight Night: Royval vs. Taira ,Themba Gorimbo  vs. Niko Price ,Welterweight Bout,1.0,Themba Gorimbo,,,72.0,170.0,,Niko Price,Orthodox,1989-09-29,72.0,170.0,76.0,,35.03723579016537,0.0,0.0,,,,4.0,3.0,1.0,0.75,15.0,8.0,7.0,0.5333333333333333
8,http://ufcstats.com/fight-details/85854504ce1aa97a,2024-10-12,"Las Vegas, Nevada, USA",UFC Fight Night: Royval vs. Taira ,Junior Tafa  vs. Sean Sharaf ,Heavyweight Bout,1.0,Junior Tafa,,1996-09-21,,,,Sean Sharaf,,1993-07-11,,260.0,,28.058263059905816,31.25616033293177,,,,3.1978972730259554,,3.0,0.0,3.0,0.0,0.0,0.0,0.0,
9,http://ufcstats.com/fight-details/48dd2c9cb39bd2d4,2024-10-12,"Las Vegas, Nevada, USA",UFC Fight Night: Royval vs. Taira ,Julia Polastri  vs. Cory McKenna ,Women's Strawweight Bout,1.0,Julia Polastri,Orthodox,1998-03-05,62.0,125.0,63.0,Cory McKenna,Orthodox,1999-11-07,63.0,115.0,58.0,26.60716241375534,24.931551856313657,10.0,-1.0,5.0,-1.6756105574416822,Orthodox_Orthodox,1.0,0.0,1.0,0.0,5.0,3.0,2.0,0.6
10,http://ufcstats.com/fight-details/b23554da35a84fbc,2024-10-12,"Las Vegas, Nevada, USA",UFC Fight Night: Royval vs. Taira ,Dan Argueta  vs. Cody Haddon ,Bantamweight Bout,0.0,,,,,,,Cody Haddon,,1998-09-08,,135.0,,,26.09517029898149,,,,,,0.0,0.0,0.0,,0.0,0.0,0.0,
11,http://ufcstats.com/fight-details/de484433eef22e1d,2024-10-12,"Las Vegas, Nevada, USA",UFC Fight Night: Royval vs. Taira ,Clayton Carpenter  vs. Lucas Rocha ,Flyweight Bout,1.0,Clayton Carpenter,,1996-06-04,,125.0,,Lucas Rocha,,2000-08-12,,125.0,,28.356696966378273,24.167670572774067,0.0,,,-4.189026393604205,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,
12,http://ufcstats.com/fight-details/8c5e06c71f392f33,2024-10-05,"Salt Lake City, Utah, USA",UFC 307: Pereira vs. Rountree Jr. ,Alex Pereira  vs. Khalil Rountree Jr. ,UFC Light Heavyweight Title Bout,1.0,Alex Pereira,Orthodox,1987-07-07,76.0,185.0,79.0,Khalil Rountree Jr.,Southpaw,1990-02-26,73.0,205.0,76.0,37.249479794107984,34.607381447815136,-20.0,3.0,3.0,-2.6420983462928485,Orthodox_Southpaw,9.0,8.0,1.0,0.8888888888888888,14.0,9.0,5.0,0.6428571428571429
13,http://ufcstats.com/fight-details/1d68bb733de24b06,2024-10-05,"Salt Lake City, Utah, USA",UFC 307: Pereira vs. Rountree Jr. ,Raquel Pennington  vs. Julianna Pena ,UFC Women's Bantamweight Title Bout,0.0,Raquel Pennington,Orthodox,1988-09-05,67.0,145.0,67.0,Julianna Pena,Orthodox,1989-08-19,66.0,135.0,69.0,36.0831234256927,35.1303252655788,10.0,1.0,-2.0,-0.9527981601138977,Orthodox_Orthodox,18.0,13.0,5.0,0.7222222222222222,10.0,7.0,3.0,0.7
14,http://ufcstats.com/fight-details/3d7d82fff71e395a,2024-10-05,"Salt Lake City, Utah, USA",UFC 307: Pereira vs. Rountree Jr. ,Jose Aldo  vs. Mario Bautista ,Bantamweight Bout,0.0,Jose Aldo,Orthodox,1986-09-09,67.0,135.0,70.0,Mario Bautista,Switch,1993-07-01,69.0,135.0,69.0,38.07359544409155,31.26437411017413,0.0,-2.0,1.0,-6.809221333917424,Orthodox_Switch,21.0,14.0,7.0,0.6666666666666666,10.0,8.0,2.0,0.8
15,http://ufcstats.com/fight-details/5931cd9cf5da5f75,2024-10-05,"Salt Lake City, Utah, USA",UFC 307: Pereira vs. Rountree Jr. ,Roman Dolidze  vs. Kevin Holland ,Middleweight Bout,1.0,Roman Dolidze,Orthodox,1988-07-15,74.0,185.0,76.0,Kevin Holland,Orthodox,1992-11-05,75.0,185.0,81.0,36.22549556456029,31.916000438068117,0.0,-1.0,-5.0,-4.30949512649217,Orthodox_Orthodox,10.0,7.0,3.0,0.7,21.0,13.0,8.0,0.6190476190476191
16,http://ufcstats.com/fight-details/9ea124a13d071186,2024-10-05,"Salt Lake City, Utah, USA",UFC 307: Pereira vs. Rountree Jr. ,Ketlen Vieira  vs. Kayla Harrison ,Women's Bantamweight Bout,0.0,Ketlen Vieira,Orthodox,1991-08-26,68.0,135.0,68.0,Kayla Harrison,,1990-07-02,,135.0,,33.1124739897054,34.262402803635965,0.0,,,1.1499288139305661,,11.0,8.0,3.0,0.7272727272727273,1.0,1.0,0.0,1.0
17,http://ufcstats.com/fight-details/69bca5091b2a31f6,2024-10-05,"Salt Lake City, Utah, USA",UFC 307: Pereira vs. Rountree Jr. ,Stephen Thompson  vs. Joaquin Buckley ,Welterweight Bout,0.0,Stephen Thompson,Orthodox,1983-02-11,72.0,170.0,75.0,Joaquin Buckley,Southpaw,1994-04-27,70.0,185.0,76.0,41.649326470266125,30.442996385938013,-15.0,2.0,-1.0,-11.206330084328112,Orthodox_Southpaw,19.0,12.0,7.0,0.631578947368421,13.0,9.0,4.0,0.6923076923076923
18,http://ufcstats.com/fight-details/eb73b63bbd7b88a7,2024-10-05,"Salt Lake City, Utah, USA",UFC 307: Pereira vs. Rountree Jr. ,Marina Rodriguez  vs. Iasmin Lucindo ,Women's Strawweight Bout,0.0,Marina Rodriguez,Orthodox,1987-04-29,66.0,115.0,65.0,Iasmin Lucindo,,2002-01-08,63.0,125.0,,37.43839667068229,22.741211258350674,-10.0,3.0,,-14.697185412331617,,11.0,7.0,4.0,0.6363636363636364,4.0,3.0,1.0,0.75
19,http://ufcstats.com/fight-details/e8aad69aace1d31f,2024-10-05,"Salt Lake City, Utah, USA",UFC 307: Pereira vs. Rountree Jr. ,Austin Hubbard  vs. Alexander Hernandez ,Lightweight Bout,0.0,Austin Hubbard,Orthodox,1991-12-22,70.0,155.0,71.0,Alexander Hernandez,Orthodox,1992-10-01,69.0,155.0,72.0,32.78939875150586,32.011827839229,0.0,1.0,-1.0,-0.777570912276859,Orthodox_Orthodox,9.0,4.0,5.0,0.4444444444444444,13.0,6.0,7.0,0.46153846153846156
20,http://ufcstats.com/fight-details/ed5b6681ab4e83e5,2024-10-05,"Salt Lake City, Utah, USA",UFC 307: Pereira vs. Rountree Jr. ,Cesar Almeida  vs. Ihor Potieria ,Middleweight Bout,1.0,Cesar Almeida,,1988-03-23,,185.0,,Ihor Potieria,Southpaw,1996-05-29,75.0,205.0,75.0,36.53761909977001,28.353959040630816,-20.0,,,-8.183660059139196,,2.0,1.0,1.0,0.5,6.0,2.0,4.0,0.3333333333333333
21,http://ufcstats.com/fight-details/58dec0a39cdefa3f,2024-10-05,"Salt Lake City, Utah, USA",UFC 307: Pereira vs. Rountree Jr. ,Ryan Spann  vs. Ovince Saint Preux ,Light Heavyweight Bout,1.0,Ryan Spann,Orthodox,1991-08-24,77.0,205.0,79.0,Ovince Saint Preux,Southpaw,1983-04-08,75.0,205.0,80.0,33.11794984120031,41.49600262840872,0.0,2.0,-1.0,8.37805278720841,Orthodox_Southpaw,11.0,7.0,4.0,0.6363636363636364,27.0,15.0,12.0,0.5555555555555556
22,http://ufcstats.com/fight-details/58e5fc1914c4e641,2024-10-05,"Salt Lake City, Utah, USA",UFC 307: Pereira vs. Rountree Jr. ,Carla Esparza  vs. Tecia Pennington ,Women's Strawweight Bout,0.0,Carla Esparza,Orthodox,1987-10-10,61.0,115.0,63.0,,,,,,,36.98937684809988,,,,,,,15.0,10.0,5.0,0.6666666666666666,0.0,0.0,0.0,
23,http://ufcstats.com/fight-details/84b3577229880760,2024-10-05,"Salt Lake City, Utah, USA",UFC 307: Pereira vs. Rountree Jr. ,Court McGee  vs. Tim Means ,Welterweight Bout,1.0,Court McGee,Orthodox,1984-12-12,71.0,170.0,75.0,Tim Means,Orthodox,1984-02-20,74.0,170.0,75.0,39.814916219472124,40.62534224071843,0.0,-3.0,0.0,0.8104260212463038,Orthodox_Orthodox,22.0,10.0,12.0,0.45454545454545453,28.0,15.0,13.0,0.5357142857142857
24,http://ufcstats.com/fight-details/7ca4c91bab696b89,2024-09-28,"Paris, Ile-de-France, France",UFC Fight Night: Moicano vs. Saint Denis ,Renato Moicano  vs. Benoit Saint Denis ,Lightweight Bout,1.0,Renato Moicano,Orthodox,1989-05-21,71.0,155.0,72.0,Benoit Saint Denis,Southpaw,1995-12-18,71.0,170.0,73.0,35.35757310261746,28.781075457233598,-15.0,0.0,-1.0,-6.576497645383857,Orthodox_Southpaw,16.0,11.0,5.0,0.6875,7.0,5.0,2.0,0.7142857142857143
25,http://ufcstats.com/fight-details/62ff1e5deb124ff5,2024-09-28,"Paris, Ile-de-France, France",UFC Fight Night: Moicano vs. Saint Denis ,Nassourdine Imavov  vs. Brendan Allen ,Middleweight Bout,1.0,Nassourdine Imavov,Orthodox,1995-03-01,75.0,185.0,75.0,Brendan Allen,Orthodox,1995-12-28,74.0,185.0,75.0,29.580549775490088,28.753696199759062,0.0,1.0,0.0,-0.8268535757310261,Orthodox_Orthodox,8.0,6.0,2.0,0.75,14.0,12.0,2.0,0.8571428571428571
26,http://ufcstats.com/fight-details/19706d8ba0edf9cd,2024-09-28,"Paris, Ile-de-France, France",UFC Fight Night: Moicano vs. Saint Denis ,William Gomis  vs. Joanderson Brito ,Featherweight Bout,1.0,William Gomis,,1997-06-13,,145.0,,Joanderson Brito,Orthodox,1995-02-11,68.0,145.0,72.0,27.294381776366226,29.629832438944256,0.0,,,2.335450662578031,,3.0,3.0,0.0,1.0,6.0,5.0,1.0,0.8333333333333334
27,http://ufcstats.com/fight-details/45f00a42a17f8e2a,2024-09-28,"Paris, Ile-de-France, France",UFC Fight Night: Moicano vs. Saint Denis ,Kevin Jousset  vs. Bryan Battle ,Welterweight Bout,0.0,Kevin Jousset,,1993-05-02,,170.0,,Bryan Battle,Orthodox,1994-09-21,73.0,185.0,77.0,31.409484174789178,30.021355820830138,-15.0,,,-1.3881283539590406,,2.0,2.0,0.0,1.0,6.0,5.0,1.0,0.8333333333333334
28,http://ufcstats.com/fight-details/f114929ed709606e,2024-09-28,"Paris, Ile-de-France, France",UFC Fight Night: Moicano vs. Saint Denis ,Morgan Charriere  vs. Gabriel Miranda ,Featherweight Bout,1.0,Morgan Charriere,,1995-10-26,,145.0,,Gabriel Miranda,,1990-03-25,71.0,145.0,,28.926185521848648,34.51429197240171,0.0,,,5.58810645055306,,2.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5
29,http://ufcstats.com/fight-details/d806aacf5b6ba7f6,2024-09-28,"Paris, Ile-de-France, France",UFC Fight Night: Moicano vs. Saint Denis ,Fares Ziam  vs. Matt Frevola ,Lightweight Bout,1.0,Fares Ziam,Orthodox,1997-03-21,73.0,155.0,75.0,Matt Frevola,Orthodox,1990-06-11,69.0,155.0,71.0,27.524367539152337,34.300733764100315,0.0,4.0,4.0,6.776366224947979,Orthodox_Orthodox,7.0,5.0,2.0,0.7142857142857143,9.0,5.0,4.0,0.5555555555555556
30,http://ufcstats.com/fight-details/89b772f864acb637,2024-09-28,"Paris, Ile-de-France, France",UFC Fight Night: Moicano vs. Saint Denis ,Ion Cutelaba  vs. Ivan Erslan ,Light Heavyweight Bout,1.0,Ion Cutelaba,Southpaw,1993-12-14,73.0,205.0,75.0,Ivan Erslan,,1991-11-15,,205.0,,30.790712955864635,32.87153652392947,0.0,,,2.080823568064834,,15.0,6.0,9.0,0.4,0.0,0.0,0.0,
31,http://ufcstats.com/fight-details/3599e9de4ae0e171,2024-09-28,"Paris, Ile-de-France, France",UFC Fight Night: Moicano vs. Saint Denis ,Oumar Sy  vs. Da Woon Jung ,Light Heavyweight Bout,1.0,Oumar Sy,,1995-11-21,,205.0,,,,,,,,28.854999452414848,,,,,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,
32,http://ufcstats.com/fight-details/e01019fbfe0e9528,2024-09-28,"Paris, Ile-de-France, France",UFC Fight Night: Moicano vs. Saint Denis ,Ludovit Klein  vs. Roosevelt Roberts ,Lightweight Bout,1.0,Ludovit Klein,Southpaw,1995-02-22,67.0,145.0,72.0,Roosevelt Roberts,Orthodox,1994-02-11,74.0,155.0,73.0,29.599715255722263,30.629175336764867,-10.0,-7.0,-1.0,1.029460081042602,Southpaw_Orthodox,8.0,6.0,2.0,0.75,8.0,4.0,4.0,0.5
33,http://ufcstats.com/fight-details/d063d46208c560b1,2024-09-28,"Paris, Ile-de-France, France",UFC Fight Night: Moicano vs. Saint Denis ,Taylor Lapilus  vs. Vince Morales ,Bantamweight Bout,1.0,Taylor Lapilus,Southpaw,1992-04-08,66.0,135.0,73.0,Vince Morales,Orthodox,1990-11-12,67.0,135.0,70.0,32.47453729054868,33.87909319899244,0.0,-1.0,3.0,1.4045559084437629,Southpaw_Orthodox,7.0,5.0,2.0,0.7142857142857143,8.0,3.0,5.0,0.375
34,http://ufcstats.com/fight-details/7ba432e218edc17d,2024-09-28,"Paris, Ile-de-France, France",UFC Fight Night: Moicano vs. Saint Denis ,Ailin Perez  vs. Daria Zhelezniakova ,Women's Bantamweight Bout,1.0,Ailin Perez,,1994-10-05,65.0,135.0,,,,,,,,29.983024860365788,,,,,,,4.0,3.0,1.0,0.75,0.0,0.0,0.0,
35,http://ufcstats.com/fight-details/47d978a984a163aa,2024-09-28,"Paris, Ile-de-France, France",UFC Fight Night: Moicano vs. Saint Denis ,Daniel Barez  vs. Victor Altamirano ,Flyweight Bout,1.0,Daniel Barez,Orthodox,1988-12-10,66.0,125.0,66.0,Victor Altamirano,Switch,1991-01-23,68.0,125.0,70.0,35.80111707370496,33.68196254517577,0.0,-2.0,-4.0,-2.119154528529186,Orthodox_Switch,1.0,0.0,1.0,0.0,5.0,2.0,3.0,0.4
36,http://ufcstats.com/fight-details/a187670c5ee1ec5f,2024-09-28,"Paris, Ile-de-France, France",UFC Fight Night: Moicano vs. Saint Denis ,Nora Cornolle  vs. Jacqueline Cavalcanti ,Women's Bantamweight Bout,0.0,Nora Cornolle,,,,135.0,,Jacqueline Cavalcanti,,1997-08-29,,135.0,,,27.083561493812287,0.0,,,,,2.0,2.0,0.0,1.0,2.0,2.0,0.0,1.0
37,http://ufcstats.com/fight-details/eedc7fccf7037949,2024-09-28,"Paris, Ile-de-France, France",UFC Fight Night: Moicano vs. Saint Denis ,Bolaji Oki  vs. Chris Duncan ,Lightweight Bout,0.0,Bolaji Oki,,1995-11-15,,155.0,,Chris Duncan,Orthodox,1993-05-10,70.0,155.0,71.0,28.871427006899573,31.38758076880955,0.0,,,2.516153761909977,,1.0,1.0,0.0,1.0,3.0,2.0,1.0,0.6666666666666666
38,http://ufcstats.com/fight-details/3146e5a47a922976,2024-09-14,"Las Vegas, Nevada, USA",UFC 306: Riyadh Season Noche UFC ,Sean O'Malley  vs. Merab Dvalishvili ,UFC Bantamweight Title Bout,0.0,Sean O'Malley,Switch,1994-10-24,71.0,135.0,72.0,Merab Dvalishvili,Orthodox,1991-01-10,66.0,135.0,68.0,29.892673310699813,33.67922461942832,0.0,5.0,4.0,3.786551308728507,Switch_Orthodox,11.0,10.0,1.0,0.9090909090909091,12.0,10.0,2.0,0.8333333333333334
39,http://ufcstats.com/fight-details/6f83cfae0c800ef8,2024-09-14,"Las Vegas, Nevada, USA",UFC 306: Riyadh Season Noche UFC ,Alexa Grasso  vs. Valentina Shevchenko ,UFC Women's Flyweight Title Bout,0.0,Alexa Grasso,Orthodox,1993-08-09,65.0,125.0,66.0,Valentina Shevchenko,Southpaw,1988-03-07,65.0,125.0,66.0,31.100098565326906,36.523929471032744,0.0,0.0,0.0,5.423830905705837,Orthodox_Southpaw,11.0,8.0,3.0,0.7272727272727273,15.0,12.0,3.0,0.8
40,http://ufcstats.com/fight-details/2335e75ce63805b6,2024-09-14,"Las Vegas, Nevada, USA",UFC 306: Riyadh Season Noche UFC ,Brian Ortega  vs. Diego Lopes ,Featherweight Bout,0.0,Brian Ortega,Switch,1991-02-21,68.0,145.0,69.0,Diego Lopes,Orthodox,1994-12-30,71.0,145.0,72.0,33.56423173803526,29.709232285620413,0.0,-3.0,-3.0,-3.8549994524148503,Switch_Orthodox,11.0,8.0,3.0,0.7272727272727273,5.0,4.0,1.0,0.8
41,http://ufcstats.com/fight-details/27d98a8ee6608e27,2024-09-14,"Las Vegas, Nevada, USA",UFC 306: Riyadh Season Noche UFC ,Daniel Zellhuber  vs. Esteban Ribovics ,Lightweight Bout,0.0,Daniel Zellhuber,Switch,1999-07-07,73.0,155.0,77.0,Esteban Ribovics,,,,155.0,,25.19165480232176,,0.0,,,,,4.0,3.0,1.0,0.75,3.0,2.0,1.0,0.6666666666666666
42,http://ufcstats.com/fight-details/78b506e5092a27fd,2024-09-14,"Las Vegas, Nevada, USA",UFC 306: Riyadh Season Noche UFC ,Ronaldo Rodriguez  vs. Ode Osbourne ,Flyweight Bout,1.0,,,,,,,Ode Osbourne,Southpaw,1992-01-09,67.0,125.0,73.0,,32.68261964735516,,,,,,0.0,0.0,0.0,,9.0,4.0,5.0,0.4444444444444444
43,http://ufcstats.com/fight-details/2397e2a92710705a,2024-09-14,"Las Vegas, Nevada, USA",UFC 306: Riyadh Season Noche UFC ,Irene Aldana  vs. Norma Dumont ,Women's Bantamweight Bout,0.0,Irene Aldana,Orthodox,1988-03-26,69.0,135.0,68.0,Norma Dumont,Orthodox,1990-10-01,67.0,145.0,67.0,36.471908881831126,33.95575511992115,-10.0,2.0,1.0,-2.516153761909977,Orthodox_Orthodox,13.0,8.0,5.0,0.6153846153846154,9.0,7.0,2.0,0.7777777777777778
44,http://ufcstats.com/fight-details/3733d100f7bd5590,2024-09-14,"Las Vegas, Nevada, USA",UFC 306: Riyadh Season Noche UFC ,Manuel Torres  vs. Ignacio Bahamondes ,Lightweight Bout,0.0,Manuel Torres,,1995-03-25,70.0,155.0,73.0,Ignacio Bahamondes,Orthodox,1997-08-27,75.0,155.0,75.0,29.476508597086845,27.050706384842844,0.0,-5.0,-2.0,-2.4258022122440037,,3.0,3.0,0.0,1.0,6.0,4.0,2.0,0.6666666666666666
45,http://ufcstats.com/fight-details/c60a317c7767abb7,2024-09-14,"Las Vegas, Nevada, USA",UFC 306: Riyadh Season Noche UFC ,Yazmin Jauregui  vs. Ketlen Souza ,Women's Strawweight Bout,0.0,Yazmin Jauregui,,1999-02-28,63.0,115.0,,Ketlen Souza,,1994-08-18,,125.0,,25.544847223743293,30.076114335779213,-10.0,,,4.531267112035922,,4.0,3.0,1.0,0.75,2.0,1.0,1.0,0.5
46,http://ufcstats.com/fight-details/dae8ad2e03aa4a9a,2024-09-14,"Las Vegas, Nevada, USA",UFC 306: Riyadh Season Noche UFC ,Edgar Chairez  vs. Joshua Van ,Flyweight Bout,0.0,Edgar Chairez,,1996-01-27,67.0,135.0,,Joshua Van,,2001-10-10,,125.0,,28.633227466871098,22.93012813492498,10.0,,,-5.703099331946118,,2.0,1.0,1.0,0.5,4.0,3.0,1.0,0.75
47,http://ufcstats.com/fight-details/3cdc6fea724be133,2024-09-14,"Las Vegas, Nevada, USA",UFC 306: Riyadh Season Noche UFC ,Raul Rosas Jr.  vs.  Aoriqileng ,Bantamweight Bout,1.0,Raul Rosas Jr.,,2004-10-08,69.0,135.0,,Aoriqileng,Orthodox,1993-06-25,67.0,125.0,69.0,19.9348373672106,31.223305223962324,10.0,2.0,,11.288467856751724,,4.0,3.0,1.0,0.75,6.0,3.0,3.0,0.5
48,http://ufcstats.com/fight-details/ee9ade72b44dfa06,2024-09-07,"Las Vegas, Nevada, USA",UFC Fight Night: Burns vs. Brady ,Gilbert Burns  vs. Sean Brady ,Welterweight Bout,0.0,Gilbert Burns,Orthodox,1986-07-20,70.0,170.0,71.0,Sean Brady,Orthodox,1992-11-23,70.0,170.0,72.0,38.13656773628299,31.790055853685246,0.0,0.0,-1.0,-6.346511882597744,Orthodox_Orthodox,22.0,15.0,7.0,0.6818181818181818,7.0,6.0,1.0,0.8571428571428571
49,http://ufcstats.com/fight-details/bcfaf1dd78f12f97,2024-09-07,"Las Vegas, Nevada, USA",UFC Fight Night: Burns vs. Brady ,Jessica Andrade  vs. Natalia Silva ,Women's Flyweight Bout,0.0,Jessica Andrade,Orthodox,1991-09-25,61.0,125.0,62.0,Natalia Silva,,1997-02-03,64.0,125.0,,32.953674296353086,27.59281568283868,0.0,-3.0,,-5.360858613514401,,27.0,17.0,10.0,0.6296296296296297,5.0,5.0,0.0,1.0
50,http://ufcstats.com/fight-details/453e6f2665c85fd7,2024-09-07,"Las Vegas, Nevada, USA",UFC Fight Night: Burns vs. Brady ,Steve Garcia  vs. Kyle Nelson ,Featherweight Bout,1.0,Steve Garcia,Southpaw,1992-05-22,72.0,155.0,75.0,Kyle Nelson,Switch,1991-04-20,71.0,155.0,71.0,32.296572116964185,33.38626656445077,0.0,1.0,4.0,1.0896944474865842,Southpaw_Switch,7.0,5.0,2.0,0.7142857142857143,8.0,4.0,4.0,0.5
51,http://ufcstats.com/fight-details/fe59646ebad8b6e4,2024-09-07,"Las Vegas, Nevada, USA",UFC Fight Night: Burns vs. Brady ,Matt Schnell  vs. Cody Durden ,Bantamweight Bout,0.0,Matt Schnell,Orthodox,1990-01-15,68.0,125.0,70.0,Cody Durden,Southpaw,1991-03-29,67.0,125.0,67.0,34.645712408279486,33.44650093089475,0.0,1.0,3.0,-1.1992114773847333,Orthodox_Southpaw,12.0,6.0,6.0,0.5,9.0,5.0,4.0,0.5555555555555556
52,http://ufcstats.com/fight-details/75fa9c0bb31caaa3,2024-09-07,"Las Vegas, Nevada, USA",UFC Fight Night: Burns vs. Brady ,Trevor Peek  vs. Yanal Ashmouz ,Lightweight Bout,0.0,Trevor Peek,,1995-01-09,69.0,170.0,,,,,,,,29.6626875479137,,,,,,,3.0,1.0,2.0,0.3333333333333333,0.0,0.0,0.0,
53,http://ufcstats.com/fight-details/b80c6eba11c54778,2024-09-07,"Las Vegas, Nevada, USA",UFC Fight Night: Burns vs. Brady , Rongzhu  vs. Chris Padilla ,Lightweight Bout,0.0,,,,,,,Chris Padilla,,1995-09-14,,155.0,,,28.983681962545177,,,,,,0.0,0.0,0.0,,1.0,1.0,0.0,1.0
54,http://ufcstats.com/fight-details/abfd5ac6cf186d8a,2024-09-07,"Las Vegas, Nevada, USA",UFC Fight Night: Burns vs. Brady ,Isaac Dulgarian  vs. Brendon Marotte ,Featherweight Bout,1.0,Isaac Dulgarian,,1996-07-04,,145.0,,Brendon Marotte,,1997-01-13,,155.0,,28.17873179279378,27.65031212353521,-10.0,,,-0.5284196692585696,,2.0,1.0,1.0,0.5,1.0,0.0,1.0,0.0
55,http://ufcstats.com/fight-details/69bde5bae0d6ec4f,2024-09-07,"Las Vegas, Nevada, USA",UFC Fight Night: Burns vs. Brady ,Felipe dos Santos  vs. Andre Lima ,Flyweight Bout,0.0,Felipe dos Santos,,2000-09-11,,125.0,,Andre Lima,,1999-02-04,,125.0,,23.989705399189575,25.591391961450004,0.0,,,1.6016865622604315,,2.0,1.0,1.0,0.5,2.0,2.0,0.0,1.0
56,http://ufcstats.com/fight-details/6e9876d2be2bbd02,2024-09-07,"Las Vegas, Nevada, USA",UFC Fight Night: Burns vs. Brady , Yizha  vs. Gabriel Santos ,Featherweight Bout,0.0,,,,,,,Gabriel Santos,,1996-11-28,,145.0,,,27.77625670791808,,,,,,0.0,0.0,0.0,,2.0,0.0,2.0,0.0
