FIRST,LAST,NICKNAME,URL,NAME
Cory,Devela,The One,http://ufcstats.com/fighter-details/48544433372ecfa6,Cory Devela
John,Devine,,http://ufcstats.com/fighter-details/2bcc39af95d6f2e8,John Devine
Edwin,DeWees,Babyface,http://ufcstats.com/fighter-details/75bbd2206a15319f,Edwin DeWees
Alessio,Di Chirico,Manzo,http://ufcstats.com/fighter-details/77d7295d1b22c694,Alessio Di Chirico
Micol,Di Segni,,http://ufcstats.com/fighter-details/8126e4dff0cdf69e,Micol Di Segni
Cyrille,Diabate,The Snake,http://ufcstats.com/fighter-details/43563a32c3f10e95,Cyrille Diabate
Thomas,Diagne,,http://ufcstats.com/fighter-details/8567466ae167216b,Thomas Diagne
Marc,Diakiese,Bonecrusher,http://ufcstats.com/fighter-details/32c355b04fc57f3a,Marc Diakiese
Tyler,Diamond,,http://ufcstats.com/fighter-details/f5f6419c5f00abad,Tyler Diamond
Blood,Diamond,,http://ufcstats.com/fighter-details/9edf2c9082cc2cd8,Blood Diamond
Eldo Xavier,Dias,,http://ufcstats.com/fighter-details/ee5df903f80c6816,Eldo Xavier Dias
Rafael,Dias,,http://ufcstats.com/fighter-details/b5abaa65f87938eb,Rafael Dias
Hacran,Dias,Barnabe,http://ufcstats.com/fighter-details/ed209f6618c82e41,Hacran Dias
Victor,Dias,Crazy Horse,http://ufcstats.com/fighter-details/f7202b3130421d27,Victor Dias
Nick,Diaz,,http://ufcstats.com/fighter-details/f57a8a52ca401ed9,Nick Diaz
Nate,Diaz,,http://ufcstats.com/fighter-details/8355922d564b152c,Nate Diaz
Michael,Diaz,,http://ufcstats.com/fighter-details/5e7a48e469770615,Michael Diaz
Ryan,Diaz,,http://ufcstats.com/fighter-details/ceee5dd37253199a,Ryan Diaz
Adrian,Diaz,,http://ufcstats.com/fighter-details/bfa8f263815cfa2e,Adrian Diaz
Ozzy,Diaz,,http://ufcstats.com/fighter-details/6967153c7edb4d87,Ozzy Diaz
Mark,Dickman,Tricky,http://ufcstats.com/fighter-details/2482ef3331a82e75,Mark Dickman
Josh,Diekmann,The Freight Train,http://ufcstats.com/fighter-details/414bddf0c80c41e1,Josh Diekmann
Kyle,Dietz,,http://ufcstats.com/fighter-details/31da66df48c0c1a0,Kyle Dietz
Seth,Dikun,,http://ufcstats.com/fighter-details/eb42d4febfafefd1,Seth Dikun
TJ,Dillashaw,,http://ufcstats.com/fighter-details/c849740a3ff51931,TJ Dillashaw
Ralph,Dillon,Rage,http://ufcstats.com/fighter-details/b4f7a2d8ecc5e0c3,Ralph Dillon
Drew,Dimanlig,,http://ufcstats.com/fighter-details/cc2ad11b1f9d818b,Drew Dimanlig
Ding,Meng,The Assassin,http://ufcstats.com/fighter-details/e0664abaa023fd6f,Ding Meng
Rodolfo Marques,Diniz,,http://ufcstats.com/fighter-details/2d2239d0f6fa83dd,Rodolfo Marques Diniz
Jhonata,Diniz,,http://ufcstats.com/fighter-details/25f9a5f3e8a52618,Jhonata Diniz
Helio,Dipp,,http://ufcstats.com/fighter-details/73eb2a552c92a821,Helio Dipp
Rico,DiSciullo,,http://ufcstats.com/fighter-details/ec7f7263bf36579b,Rico DiSciullo
Matt,Dixon,Magic,http://ufcstats.com/fighter-details/1db445a4468447d0,Matt Dixon
John,Dixson,Big John,http://ufcstats.com/fighter-details/ad4e9055bf8cd04d,John Dixson
Anthony,Do,,http://ufcstats.com/fighter-details/7c9aeba0c4d4bd78,Anthony Do
Russell,Doane,,http://ufcstats.com/fighter-details/f50d95223751e6ca,Russell Doane
Drew,Dober,,http://ufcstats.com/fighter-details/519e4fe37ce9ff75,Drew Dober
Shana,Dobson,Danger,http://ufcstats.com/fighter-details/122ac9b816d8b71c,Shana Dobson
AJ,Dobson,,http://ufcstats.com/fighter-details/009c4420727149ea,AJ Dobson
David,Dodd,,http://ufcstats.com/fighter-details/c2a7623f398d9bd7,David Dodd
John,Dodson,The Magician,http://ufcstats.com/fighter-details/99506df1af6c8b3b,John Dodson
Joe,Doerksen,El Dirte,http://ufcstats.com/fighter-details/dbaaf42313af90fa,Joe Doerksen
Mike,Dolce,Skull Cracker,http://ufcstats.com/fighter-details/29b5791e51e7e832,Mike Dolce
Roman,Dolidze,,http://ufcstats.com/fighter-details/327d5f279895110d,Roman Dolidze
Cameron,Dollar,,http://ufcstats.com/fighter-details/3bbcd63a016d9715,Cameron Dollar
CB,Dollaway,The Doberman,http://ufcstats.com/fighter-details/5d7bdab5e03e3216,CB Dollaway
Dennis,Dombrow,,http://ufcstats.com/fighter-details/4145caa2c999fbac,Dennis Dombrow
OJ,Dominguez,,http://ufcstats.com/fighter-details/1a50e734bb54861a,OJ Dominguez
John,Donaldson,J.T.,http://ufcstats.com/fighter-details/1c610f900f9884ab,John Donaldson
Dong,Huaxiang,,http://ufcstats.com/fighter-details/bad82b681819b272,Dong Huaxiang
Cody,Donovan,Donnybrook,http://ufcstats.com/fighter-details/7bc96507e4b38d3b,Cody Donovan
Houston,Dorr,,http://ufcstats.com/fighter-details/312f47c3d2f83ffa,Houston Dorr
Rafael,Dos Anjos,,http://ufcstats.com/fighter-details/6a2f7c151031653d,Rafael Dos Anjos
Junior,Dos Santos,Cigano,http://ufcstats.com/fighter-details/63def5a5662a6917,Junior Dos Santos
Geronimo,dos Santos,Mondragon,http://ufcstats.com/fighter-details/b51f6791c794e289,Geronimo dos Santos
Antonio,Dos Santos,Junior Alpha,http://ufcstats.com/fighter-details/81b8b3fb019dc69d,Antonio Dos Santos
Anderson,Dos Santos,Berinja,http://ufcstats.com/fighter-details/bbc9ab95fa766493,Anderson Dos Santos
Acacio,Dos Santos,Pequeno,http://ufcstats.com/fighter-details/957562fdf68a725a,Acacio Dos Santos
Rayanne,dos Santos,,http://ufcstats.com/fighter-details/02bb48869eb7ac8f,Rayanne dos Santos
Felipe,dos Santos,Lipe Detona,http://ufcstats.com/fighter-details/5cdf5339728f580d,Felipe dos Santos
Tiago,dos Santos e Silva,Trator,http://ufcstats.com/fighter-details/8ce87f7e3a9baed2,Tiago dos Santos e Silva
Oleksandr,Doskalchuk,,http://ufcstats.com/fighter-details/86cb6f5b1ca98dc0,Oleksandr Doskalchuk
David,Douglas,Tarzan,http://ufcstats.com/fighter-details/7cf0944b88966118,David Douglas
Damion,Douglas,,http://ufcstats.com/fighter-details/ce3b669e39418414,Damion Douglas
Cedric,Doumbe,,http://ufcstats.com/fighter-details/5159e6ee100c717e,Cedric Doumbe
John,Dowdy,,http://ufcstats.com/fighter-details/e780ccc79a209985,John Dowdy
Jordan,Dowdy,,http://ufcstats.com/fighter-details/0d9312337fdce39a,Jordan Dowdy
Danny,Downes,,http://ufcstats.com/fighter-details/a66395395b5f1394,Danny Downes
Derek,Downey,,http://ufcstats.com/fighter-details/b05086131c6f5dc5,Derek Downey
John,Doyle,The Iron Bull,http://ufcstats.com/fighter-details/0509b954421bb327,John Doyle
Edson,Drago,,http://ufcstats.com/fighter-details/f9c7fe2682af3802,Edson Drago
Anthony,Drilich,,http://ufcstats.com/fighter-details/c2c4052f58f54988,Anthony Drilich
Kyle,Driscoll,KD,http://ufcstats.com/fighter-details/e5e148d4363deff8,Kyle Driscoll
Chris,Drumm,,http://ufcstats.com/fighter-details/5fd834edd92c9e50,Chris Drumm
Tomasz,Drwal,Gorilla,http://ufcstats.com/fighter-details/679a9054e2815943,Tomasz Drwal
Robert,Drysdale,,http://ufcstats.com/fighter-details/d2a9be6bf2de624c,Robert Drysdale
Dricus,Du Plessis,Stillknocks,http://ufcstats.com/fighter-details/0d7b51c9d2649a6e,Dricus Du Plessis
Hugo,Duarte,,http://ufcstats.com/fighter-details/706404da0775dcbc,Hugo Duarte
Antonio,Duarte,Tigre,http://ufcstats.com/fighter-details/29b5d32584e02d8d,Antonio Duarte
Joe,Duarte,,http://ufcstats.com/fighter-details/454c3e9d4cd4a1b3,Joe Duarte
Yuneisy,Duben,,http://ufcstats.com/fighter-details/c3d2b9bcb4cead6b,Yuneisy Duben
Matthieu,Duclos,,http://ufcstats.com/fighter-details/ec322adbabbfa6e7,Matthieu Duclos
Emily,Ducote,Gordinha,http://ufcstats.com/fighter-details/02f8fedc18cbd26c,Emily Ducote
Viktoriia,Dudakova,,http://ufcstats.com/fighter-details/6c9b66b43663f2f7,Viktoriia Dudakova
Milana,Dudieva,,http://ufcstats.com/fighter-details/072a10e85f7d4bff,Milana Dudieva
Adin,Duenas,,http://ufcstats.com/fighter-details/cb6c45b26b0a877a,Adin Duenas
Todd,Duffee,,http://ufcstats.com/fighter-details/bda04c573563cc2e,Todd Duffee
Joe,Duffy,Irish,http://ufcstats.com/fighter-details/654ae722109a0d31,Joe Duffy
Jack,Duffy,The Fury,http://ufcstats.com/fighter-details/cea51876d8a514a0,Jack Duffy
Alexis,Dufresne,Sneaky Zebra,http://ufcstats.com/fighter-details/4ae4049426e0161d,Alexis Dufresne
Jessamyn,Duke,The Gun,http://ufcstats.com/fighter-details/a7ddae0be8b78147,Jessamyn Duke
Islam,Dulatov,The Ripper,http://ufcstats.com/fighter-details/e803242fb2e41112,Islam Dulatov
Isaac,Dulgarian,The Midwest Choppa,http://ufcstats.com/fighter-details/a57cb948c4c70a47,Isaac Dulgarian
Kelly,Dullanty,Psycho,http://ufcstats.com/fighter-details/1a225f04aa6e0739,Kelly Dullanty
Sedriques,Dumas,The Reaper,http://ufcstats.com/fighter-details/4e6738062d469256,Sedriques Dumas
Norma,Dumont,The Immortal,http://ufcstats.com/fighter-details/d3f5d33d61cd00c9,Norma Dumont
Chris,Duncan,The Problem,http://ufcstats.com/fighter-details/fd406a32a6fb3a29,Chris Duncan
Christian Leroy,Duncan,CLD,http://ufcstats.com/fighter-details/a93f94c923c3a9cb,Christian Leroy Duncan
Evan,Dunham,,http://ufcstats.com/fighter-details/e5c9de15bb58b1c6,Evan Dunham
Alex,Dunworth,,http://ufcstats.com/fighter-details/31732a614e7a3d1d,Alex Dunworth
Tom,Duquesnoy,Fire Kid,http://ufcstats.com/fighter-details/e979c76341f19b22,Tom Duquesnoy
Albert,Duraev,,http://ufcstats.com/fighter-details/6b7c7460855dbbb9,Albert Duraev
Reuben,Duran,,http://ufcstats.com/fighter-details/4417980b3e798abf,Reuben Duran
Cody,Durden,Custom Made,http://ufcstats.com/fighter-details/7f6ed67d3ed3c036,Cody Durden
Luiz,Dutra,Besouro,http://ufcstats.com/fighter-details/2153a7f8396a46cc,Luiz Dutra
Rilley,Dutro,,http://ufcstats.com/fighter-details/43db649da89fac4b,Rilley Dutro
Bill,Duvall,,http://ufcstats.com/fighter-details/7df4d3c38792b083,Bill Duvall
Merab,Dvalishvili,The Machine,http://ufcstats.com/fighter-details/c03520b5c88ed6b4,Merab Dvalishvili
David,Dvorak,Undertaker,http://ufcstats.com/fighter-details/9ada30894bf04e19,David Dvorak
Matt,Dwyer,,http://ufcstats.com/fighter-details/8f0d576beba1cfcd,Matt Dwyer
Rolando,Dy,Dy Incredible,http://ufcstats.com/fighter-details/55ed59d541f8b90c,Rolando Dy
Ben,Earwood,,http://ufcstats.com/fighter-details/ee457ef1e1c326c1,Ben Earwood
Cody,East,The Freight Train,http://ufcstats.com/fighter-details/5713c1d2fac539ac,Cody East
Marvin,Eastman,The Beastman,http://ufcstats.com/fighter-details/05866d8c3a321856,Marvin Eastman
Mike,Easton,The Hulk,http://ufcstats.com/fighter-details/bc7230f231701d66,Mike Easton
Maurice,Eazel,,http://ufcstats.com/fighter-details/4acb99524a9a81ab,Maurice Eazel
Vincent,Eazelle,The Real Deal,http://ufcstats.com/fighter-details/ec421d5de0aea624,Vincent Eazelle
Ross,Ebanez,The Boss,http://ufcstats.com/fighter-details/a5b0bd216d8ba84e,Ross Ebanez
Brian,Ebersole,Bad Boy,http://ufcstats.com/fighter-details/32ba186f4b0e3267,Brian Ebersole
Roybert,Echeverria,The Unbroken,http://ufcstats.com/fighter-details/20b13e96668caaa4,Roybert Echeverria
Mark,Eddiva,,http://ufcstats.com/fighter-details/40ff198adda94b9f,Mark Eddiva
Frankie,Edgar,The Answer,http://ufcstats.com/fighter-details/f2688492b9a525a3,Frankie Edgar
Abdul-Kerim,Edilov,,http://ufcstats.com/fighter-details/37e03538c960bac6,Abdul-Kerim Edilov
Johnny,Eduardo,,http://ufcstats.com/fighter-details/528c24b99fbaab79,Johnny Eduardo
Yves,Edwards,,http://ufcstats.com/fighter-details/5f04e3d58d9ce982,Yves Edwards
Justin,Edwards,Fast Eddy,http://ufcstats.com/fighter-details/e56daf7725a0b5ab,Justin Edwards
Leon,Edwards,Rocky,http://ufcstats.com/fighter-details/f1fac969a1d70b08,Leon Edwards
Te,Edwards,,http://ufcstats.com/fighter-details/ef44e4ea9050f2ea,Te Edwards
Adli,Edwards,,http://ufcstats.com/fighter-details/e6904a03a66e711d,Adli Edwards
Joselyne,Edwards,La Pantera,http://ufcstats.com/fighter-details/f9ab66e67240db7b,Joselyne Edwards
Tom,Egan,,http://ufcstats.com/fighter-details/eae4aec1a5a8ff01,Tom Egan
Stephanie,Egger,,http://ufcstats.com/fighter-details/5e6294b37bbef029,Stephanie Egger
Justin,Eilers,The Hammer,http://ufcstats.com/fighter-details/27fc9218a3653e3c,Justin Eilers
Jon Olav,Einemo,The Viking,http://ufcstats.com/fighter-details/0577808d22dfe79c,Jon Olav Einemo
Per,Eklund,,http://ufcstats.com/fighter-details/58bc81376286b3d3,Per Eklund
John,Elam,,http://ufcstats.com/fighter-details/22d80fb67e50ab0b,John Elam
Evan,Elder,The Phenom,http://ufcstats.com/fighter-details/d9a56ecb6e94f02e,Evan Elder
John Paul,Elias,,http://ufcstats.com/fighter-details/e873203fd50542f6,John Paul Elias
Joao,Elias,Alicate,http://ufcstats.com/fighter-details/1a064688481f66e1,Joao Elias
Saul,Elizondo,,http://ufcstats.com/fighter-details/e295b96f135d758a,Saul Elizondo
Darren,Elkins,The Damage,http://ufcstats.com/fighter-details/92a9aa9c93192871,Darren Elkins
Jake,Ellenberger,The Juggernaut,http://ufcstats.com/fighter-details/d81ac739417d7f53,Jake Ellenberger
Joe,Ellenberger,Excalibur,http://ufcstats.com/fighter-details/8e8e4487c621aa1c,Joe Ellenberger
Tim,Elliott,,http://ufcstats.com/fighter-details/c96d9178c9ed9e62,Tim Elliott
Oban,Elliott,The Welsh Gangster,http://ufcstats.com/fighter-details/6b56e94a59b7b134,Oban Elliott
Eddy,Ellis,Fast,http://ufcstats.com/fighter-details/e60d773a0a42048a,Eddy Ellis
Lisa,Ellis,,http://ufcstats.com/fighter-details/77350fd0e6d1dba8,Lisa Ellis
Anna,Elmose,Panda,http://ufcstats.com/fighter-details/1536a25e16fc299b,Anna Elmose
Cameron,Else,Camchida,http://ufcstats.com/fighter-details/5f3da9a9610d8969,Cameron Else
Aaron,Ely,The Cyborg,http://ufcstats.com/fighter-details/1741343f0ca34dd5,Aaron Ely
Sovannahry,Em,The Sweet Savage,http://ufcstats.com/fighter-details/45c8fed13a62fe92,Sovannahry Em
Ramazan,Emeev,Gorets,http://ufcstats.com/fighter-details/abd5fb12437eda21,Ramazan Emeev
Aleksander,Emelianenko,,http://ufcstats.com/fighter-details/f54200f1dfb9b5d4,Aleksander Emelianenko
Fedor,Emelianenko,The Last Emperor,http://ufcstats.com/fighter-details/b8da6f5c80ae2d15,Fedor Emelianenko
Rob,Emerson,The Saint,http://ufcstats.com/fighter-details/dc0f07928009a127,Rob Emerson
Jamall,Emmers,Pretty Boy,http://ufcstats.com/fighter-details/e00a3dee329a51f7,Jamall Emmers
Josh,Emmett,CC0,http://ufcstats.com/fighter-details/fba03cd6cc28dc41,Josh Emmett
Marius,Enache,,http://ufcstats.com/fighter-details/e3f443e4cbc3da8f,Marius Enache
Kevin,Engel,The Hitman,http://ufcstats.com/fighter-details/d2f310b5b072e986,Kevin Engel
Kolton,Englund,White Assassin,http://ufcstats.com/fighter-details/4122da4f791b2f4f,Kolton Englund
Oliver,Enkamp,,http://ufcstats.com/fighter-details/330bafba312face4,Oliver Enkamp
Alex,Enlund,,http://ufcstats.com/fighter-details/d238217e0f8ea8e1,Alex Enlund
Kenny,Ento,Tha' Dragon,http://ufcstats.com/fighter-details/daf9be103c1edbbd,Kenny Ento
Ian,Entwistle,Enty,http://ufcstats.com/fighter-details/d7adfcfdf7c6c1f8,Ian Entwistle
Andy,Enz,Tank Mode,http://ufcstats.com/fighter-details/993d385f5a475375,Andy Enz
Won Jin,Eoh,,http://ufcstats.com/fighter-details/bc7cf284c1c2f16e,Won Jin Eoh
Josh,Epps,,http://ufcstats.com/fighter-details/984b0c4c6e773a1c,Josh Epps
Abdellah,Er-Ramy,The Golden Boy,http://ufcstats.com/fighter-details/b593cd58b0afffb0,Abdellah Er-Ramy
Steve,Erceg,Astroboy,http://ufcstats.com/fighter-details/32ab52e5de93092d,Steve Erceg
Tom,Erikson,The Big Cat,http://ufcstats.com/fighter-details/7b9a85e5ff31ef47,Tom Erikson
Konstantin,Erokhin,,http://ufcstats.com/fighter-details/22061ff217907c78,Konstantin Erokhin
Julian,Erosa,Juicy J,http://ufcstats.com/fighter-details/902ec2cc48c8ae8a,Julian Erosa
Jarno,Errens,,http://ufcstats.com/fighter-details/082eba4cd80f736f,Jarno Errens
Ivan,Erslan,,http://ufcstats.com/fighter-details/64ad3e3b0efa30bb,Ivan Erslan
Nick,Ertl,,http://ufcstats.com/fighter-details/74061adb224be3cc,Nick Ertl
Chel,Erwin-Davis,The First Sun,http://ufcstats.com/fighter-details/c26ea30823f37316,Chel Erwin-Davis
Bobby,Escalante,,http://ufcstats.com/fighter-details/f7ede18b4ec4ec1f,Bobby Escalante
Eric,Esch,Butterbean,http://ufcstats.com/fighter-details/0e4daed84a8f39a6,Eric Esch
Pro,Escobedo,,http://ufcstats.com/fighter-details/b36874652ed7715d,Pro Escobedo
Cole,Escovedo,Apache Kid,http://ufcstats.com/fighter-details/5df17b3620145578,Cole Escovedo
Efrain,Escudero,Hecho En Mexico,http://ufcstats.com/fighter-details/83fd97284f4bb4a4,Efrain Escudero
Evan,Esguerra,,http://ufcstats.com/fighter-details/ed220e87bef0cc64,Evan Esguerra
Carla,Esparza,Cookie Monster,http://ufcstats.com/fighter-details/d910665038efc639,Carla Esparza
Juan,Espino,El Guapo,http://ufcstats.com/fighter-details/ccf5dc41417e9daf,Juan Espino
Jordan,Espinosa,The Gamer,http://ufcstats.com/fighter-details/215a70f073a7b726,Jordan Espinosa
Jodie,Esquibel,,http://ufcstats.com/fighter-details/411539901068522f,Jodie Esquibel
Rafael,Estevam,Macapa,http://ufcstats.com/fighter-details/83455a9d17f57dae,Rafael Estevam
Achilles,Estremadura,,http://ufcstats.com/fighter-details/41f3cfdab0b22236,Achilles Estremadura
Shaun,Etchell,The Buzzsaw,http://ufcstats.com/fighter-details/ea9bfe9c25037bba,Shaun Etchell
Terry,Etim,,http://ufcstats.com/fighter-details/33011768c3c4dc9a,Terry Etim
Fred,Ettish,,http://ufcstats.com/fighter-details/8d5daf67983b65ba,Fred Ettish
Scott,Ettling,,http://ufcstats.com/fighter-details/74b5736f1df40be3,Scott Ettling
Sijara,Eubanks,SarJ,http://ufcstats.com/fighter-details/4234f0097c83fa62,Sijara Eubanks
Billy,Evangelista,,http://ufcstats.com/fighter-details/9766ed20b68c7c33,Billy Evangelista
Rashad,Evans,Suga,http://ufcstats.com/fighter-details/ee779c43a8926d52,Rashad Evans
Doug,Evans,,http://ufcstats.com/fighter-details/d3de4a24f7eefac8,Doug Evans
Ashlee,Evans-Smith,Rebel Girl,http://ufcstats.com/fighter-details/fc6e681bf6658faf,Ashlee Evans-Smith
Dan,Evensen,The Viking,http://ufcstats.com/fighter-details/dd8aec6de7035943,Dan Evensen
Tonya,Evinger,Triple Threat,http://ufcstats.com/fighter-details/b12a1d19ee383b7c,Tonya Evinger
Movsar,Evloev,,http://ufcstats.com/fighter-details/76e2870ffafbe38f,Movsar Evloev
Andre,Ewell,Mr. Highlight,http://ufcstats.com/fighter-details/5f6f049d54728e88,Andre Ewell
Neal,Ewing,,http://ufcstats.com/fighter-details/0798f558681d0eb5,Neal Ewing
Jessica,Eye,Evil,http://ufcstats.com/fighter-details/f72465a784c1b084,Jessica Eye
Edward,Faaloloto,,http://ufcstats.com/fighter-details/6224e8d0a34264eb,Edward Faaloloto
Urijah,Faber,The California Kid,http://ufcstats.com/fighter-details/78114b7199cef90c,Urijah Faber
Melinda,Fabian,,http://ufcstats.com/fighter-details/8c020156779f7888,Melinda Fabian
Wagnney,Fabiano,The Silencer,http://ufcstats.com/fighter-details/40389d39a92f5bfa,Wagnney Fabiano
Bartosz,Fabinski,The Butcher,http://ufcstats.com/fighter-details/e17ac6410c8377f4,Bartosz Fabinski
Ron,Faircloth,,http://ufcstats.com/fighter-details/453ee00c3e1ae9dd,Ron Faircloth
Jason,Fairn,,http://ufcstats.com/fighter-details/adea9f0090aa8e14,Jason Fairn
Zarah,Fairn,Infinite,http://ufcstats.com/fighter-details/862b0b3375aa4b6e,Zarah Fairn
Rinat,Fakhretdinov,Gladiator,http://ufcstats.com/fighter-details/8f765fd5775a8873,Rinat Fakhretdinov
Maiquel,Falcao,Big Rig,http://ufcstats.com/fighter-details/d58478ded5534695,Maiquel Falcao
Pedro,Falcao,Pedrinho,http://ufcstats.com/fighter-details/f7be1db194e03d7e,Pedro Falcao
Brodie,Farber,,http://ufcstats.com/fighter-details/91d73ee59347ac16,Brodie Farber
Joao Paulo,Faria,,http://ufcstats.com/fighter-details/04e9955f33e0c267,Joao Paulo Faria
Kalindra,Faria,,http://ufcstats.com/fighter-details/27b164b0d1833df0,Kalindra Faria
Jair,Farias,Chosen,http://ufcstats.com/fighter-details/431262bbc69215dc,Jair Farias
Chance,Farrar,,http://ufcstats.com/fighter-details/49c7236c737d7e59,Chance Farrar
Rico,Farrington,The Triggerman,http://ufcstats.com/fighter-details/f89e6e66b9b112de,Rico Farrington
Kelly,Faszholz,,http://ufcstats.com/fighter-details/9c42a0de8e012870,Kelly Faszholz
Rodney,Faverus,,http://ufcstats.com/fighter-details/5af26b3201690d29,Rodney Faverus
Paul,Felder,The Irish Dragon,http://ufcstats.com/fighter-details/e5010b1b94ca5755,Paul Felder
Carlos,Felipe,Boi,http://ufcstats.com/fighter-details/a2ea77e974c5889f,Carlos Felipe
JP,Felty,,http://ufcstats.com/fighter-details/954e3f4e2b0e6510,JP Felty
Feng,Pengchao,,http://ufcstats.com/fighter-details/86597694317e5e1b,Feng Pengchao
Feng,Xiaocan,,http://ufcstats.com/fighter-details/c940b42df95bbd28,Feng Xiaocan
Kevin,Ferguson,Kimbo Slice,http://ufcstats.com/fighter-details/27541033b97c076d,Kevin Ferguson
Rhadi,Ferguson,,http://ufcstats.com/fighter-details/15f4550e017f6c7d,Rhadi Ferguson
Tony,Ferguson,El Cucuy,http://ufcstats.com/fighter-details/22a92d7f62195791,Tony Ferguson
Josh,Ferguson,Taz,http://ufcstats.com/fighter-details/b0f316c60f8d3b47,Josh Ferguson
CJ,Fernandes,,http://ufcstats.com/fighter-details/979f7edbb6980b0d,CJ Fernandes
Bibiano,Fernandes,,http://ufcstats.com/fighter-details/cbc071cb20ea59c7,Bibiano Fernandes
Gabriella,Fernandes,Gabi,http://ufcstats.com/fighter-details/a6eb54ae17a551be,Gabriella Fernandes
Kaue,Fernandes,,http://ufcstats.com/fighter-details/ec13c393d029297d,Kaue Fernandes
Emily,Fernandez,,http://ufcstats.com/fighter-details/7ee1babb99f30115,Emily Fernandez
Lucas,Fernando,,http://ufcstats.com/fighter-details/3df223aeaacecf3f,Lucas Fernando
Alexandre,Ferreira,Cacareco,http://ufcstats.com/fighter-details/28ba5f27e473420c,Alexandre Ferreira
Cezar,Ferreira,Mutante,http://ufcstats.com/fighter-details/dbc17725b887860a,Cezar Ferreira
Diego,Ferreira,,http://ufcstats.com/fighter-details/f53d4f21d1b5f2dc,Diego Ferreira
Erisson,Ferreira,Gato,http://ufcstats.com/fighter-details/1c2a8915f8431507,Erisson Ferreira
Brunno,Ferreira,The Hulk,http://ufcstats.com/fighter-details/1e719d4b676dc19a,Brunno Ferreira
Scott,Ferrozzo,The Pitbull,http://ufcstats.com/fighter-details/977081bc01197656,Scott Ferrozzo
Timo,Feucht,,http://ufcstats.com/fighter-details/8c21eb9fd7c4c203,Timo Feucht
Andre,Fialho,,http://ufcstats.com/fighter-details/33efaf2d0941cfcf,Andre Fialho
Drew,Fickett,The Master,http://ufcstats.com/fighter-details/d814f5192e58fb2f,Drew Fickett
Scott,Fiedler,,http://ufcstats.com/fighter-details/0ec821423baa26bd,Scott Fiedler
Ron,Fields,Killing,http://ufcstats.com/fighter-details/6e380a4d73ab4f0e,Ron Fields
Michal,Figlak,Mad Dog,http://ufcstats.com/fighter-details/b4c57a8c2b773e82,Michal Figlak
Deiveson,Figueiredo,Deus da Guerra,http://ufcstats.com/fighter-details/aa72b0f831d0bfe5,Deiveson Figueiredo
Francisco,Figueiredo,Sniper,http://ufcstats.com/fighter-details/cdadae5363b66eef,Francisco Figueiredo
Anthony,Figueroa,,http://ufcstats.com/fighter-details/daff32bc96d1eabf,Anthony Figueroa
Edwin,Figueroa,El Feroz,http://ufcstats.com/fighter-details/bbfca6d5c27d9cd8,Edwin Figueroa
Paulo,Filho,,http://ufcstats.com/fighter-details/2abdead94ce73552,Paulo Filho
Jafel,Filho,Pastor,http://ufcstats.com/fighter-details/65adf3856c4d9256,Jafel Filho
Andre,Fili,Touchy,http://ufcstats.com/fighter-details/8fd808923cffff82,Andre Fili
Mirko,Filipovic,Cro Cop,http://ufcstats.com/fighter-details/c32fb8c0f6471a4d,Mirko Filipovic
Brady,Fink,,http://ufcstats.com/fighter-details/997b4f52f76a0b53,Brady Fink
Jesse,Finney,,http://ufcstats.com/fighter-details/0496cdac0bc9edd8,Jesse Finney
Jan,Finney,Cuddles,http://ufcstats.com/fighter-details/3317823959d32a05,Jan Finney
Torrez,Finney,The Punisher,http://ufcstats.com/fighter-details/fbb60f24af5d5a02,Torrez Finney
Luigi,Fioravanti,,http://ufcstats.com/fighter-details/9583662df31d943f,Luigi Fioravanti
Nick,Fiore,,http://ufcstats.com/fighter-details/036e96c1c12b8a59,Nick Fiore
Manon,Fiorot,The Beast,http://ufcstats.com/fighter-details/34ff304266360297,Manon Fiorot
Luiz,Firmino,Buscape,http://ufcstats.com/fighter-details/16d09e800ad7ec79,Luiz Firmino
Spencer,Fisher,The King,http://ufcstats.com/fighter-details/f34312c2ccfa0e00,Spencer Fisher
Chris,Fishgold,,http://ufcstats.com/fighter-details/bebb4ae55ac2bf6f,Chris Fishgold
Bryanna,Fissori,,http://ufcstats.com/fighter-details/5517bd590dbbe1f8,Bryanna Fissori
Jon,Fitch,,http://ufcstats.com/fighter-details/6f018c039b4d5d80,Jon Fitch
Isi,Fitikefu,Doxz,http://ufcstats.com/fighter-details/b8dc5fbf8338adc5,Isi Fitikefu
Rafael,Fiziev,Ataman,http://ufcstats.com/fighter-details/c814b4c899793af6,Rafael Fiziev
Colin,Fletcher,The Freakshow,http://ufcstats.com/fighter-details/7d09200f6a77b20e,Colin Fletcher
AJ,Fletcher,The Ghost,http://ufcstats.com/fighter-details/725b1abc9a39d873,AJ Fletcher
Nathan,Fletcher,,http://ufcstats.com/fighter-details/a2d342ffc83913ed,Nathan Fletcher
Jimmy,Flick,The Brick,http://ufcstats.com/fighter-details/09e62c450e754913,Jimmy Flick
Luke,Flores,,http://ufcstats.com/fighter-details/b5f44dcb863f595b,Luke Flores
Ty,Flores,Big Medicine,http://ufcstats.com/fighter-details/4bb0f74d5e26f89a,Ty Flores
Alejandro,Flores,El Gallito,http://ufcstats.com/fighter-details/d23d5960ac5e117c,Alejandro Flores
