FIRST,LAST,NICKNAME,URL,NAME
Kody,Steele,,http://ufcstats.com/fighter-details/aebaa8cec15b083d,Kody Steele
Eric,Steenberg,,http://ufcstats.com/fighter-details/377bc9dc0b2745f9,Eric Steenberg
Steve,Steinbeiss,The Hooligan,http://ufcstats.com/fighter-details/0b5b6876c2a4723f,Steve Steinbeiss
Ray,Steinbeiss,Ipswitch Cobra,http://ufcstats.com/fighter-details/6000b5ae6c462142,Ray Steinbeiss
Dmitri,Stepanov,,http://ufcstats.com/fighter-details/738acab0c6934dd8,Dmitri Stepanov
Jeremy,Stephens,Lil' Heathen,http://ufcstats.com/fighter-details/18968f97ad34f15c,Jeremy Stephens
Aljamain,Sterling,Funk Master,http://ufcstats.com/fighter-details/cb696ebfb6598724,Aljamain Sterling
Marc,Stevens,,http://ufcstats.com/fighter-details/310c4d4b2b32796b,Marc Stevens
Joe,Stevenson,Daddy,http://ufcstats.com/fighter-details/79899ecf62020f6d,Joe Stevenson
Maia,Stevenson,,http://ufcstats.com/fighter-details/2fee10d5cf86bfca,Maia Stevenson
Luke,Stewart,,http://ufcstats.com/fighter-details/27b1a406ac171b19,Luke Stewart
Darren,Stewart,The Dentist,http://ufcstats.com/fighter-details/a17ad5a5048e8c3f,Darren Stewart
Kyle,Stewart,Gunz Up,http://ufcstats.com/fighter-details/bb61823f76361297,Kyle Stewart
Alex,Stiebling,The Brazilian Killa,http://ufcstats.com/fighter-details/df5a77121ba84a5d,Alex Stiebling
Tyler,Stinson,The Evolution,http://ufcstats.com/fighter-details/2cf520143e76cd2e,Tyler Stinson
Navajo,Stirling,,http://ufcstats.com/fighter-details/b4b496ec2197ee3e,Navajo Stirling
Dan,Stittgen,The Anvil,http://ufcstats.com/fighter-details/cc3147b49c7d7d92,Dan Stittgen
Lazar,Stojadinovic,The Bronx Bomber,http://ufcstats.com/fighter-details/4d25497994da569c,Lazar Stojadinovic
Denis,Stojnic,,http://ufcstats.com/fighter-details/a421465acbe59c77,Denis Stojnic
Julija,Stoliarenko,,http://ufcstats.com/fighter-details/a78a87d8c2bbb1cb,Julija Stoliarenko
Dustin,Stoltzfus,,http://ufcstats.com/fighter-details/71505842fb6455c3,Dustin Stoltzfus
Niklas,Stolze,Green Mask,http://ufcstats.com/fighter-details/62f7097c04311193,Niklas Stolze
Ken,Stone,,http://ufcstats.com/fighter-details/fbf0947399d14323,Ken Stone
Ryan,Stonitsch,,http://ufcstats.com/fighter-details/8d477c3fbe001f9d,Ryan Stonitsch
George,Stork,,http://ufcstats.com/fighter-details/61dd409cb40d1a55,George Stork
Rick,Story,The Horror,http://ufcstats.com/fighter-details/5b5307450405abf0,Rick Story
Darko,Stosic,,http://ufcstats.com/fighter-details/025f0b1b58fbad01,Darko Stosic
Greg,Stott,Ranger,http://ufcstats.com/fighter-details/91181b29be041f1c,Greg Stott
Curtis,Stout,,http://ufcstats.com/fighter-details/e09dbbd5fe3f0fe2,Curtis Stout
Sam,Stout,Hands of Stone,http://ufcstats.com/fighter-details/501b07aec9b8fc2d,Sam Stout
Tim,Stout,,http://ufcstats.com/fighter-details/e1a4568fec1fc24f,Tim Stout
Jesse,Strader,Sui Generis,http://ufcstats.com/fighter-details/8c39367b53eadf8a,Jesse Strader
Gennaro,Strangis,,http://ufcstats.com/fighter-details/495add4fbede0a44,Gennaro Strangis
Dave,Strasser,,http://ufcstats.com/fighter-details/980b4e712489098e,Dave Strasser
Daniel,Straus,,http://ufcstats.com/fighter-details/15347cd4cdf01b03,Daniel Straus
Gerald,Strebendt,The Finishing Machine,http://ufcstats.com/fighter-details/04f9fe830cf13482,Gerald Strebendt
Sean,Strickland,,http://ufcstats.com/fighter-details/0d8011111be000b2,Sean Strickland
Mark,Striegl,Mugen,http://ufcstats.com/fighter-details/ef1182eb28c17d4e,Mark Striegl
Hans,Stringer,,http://ufcstats.com/fighter-details/523f6ad11dbe9b53,Hans Stringer
Stefan,Struve,Skyscraper,http://ufcstats.com/fighter-details/ebc1f40e00e0c481,Stefan Struve
Josh,Stuart,,http://ufcstats.com/fighter-details/601cf40c09090853,Josh Stuart
Mike,Stumpf,,http://ufcstats.com/fighter-details/c0c36a5b3d5bbdd5,Mike Stumpf
Kyle,Sturgeon,,http://ufcstats.com/fighter-details/d30415ec5e8783cd,Kyle Sturgeon
Tatiana,Suarez,,http://ufcstats.com/fighter-details/b08012bbe542592a,Tatiana Suarez
Masanori,Suda,,http://ufcstats.com/fighter-details/3a7513372f79c8c8,Masanori Suda
Genki,Sudo,Neo-Samurai,http://ufcstats.com/fighter-details/99dd0147dc4ef80c,Genki Sudo
Lucasz,Sudolski,,http://ufcstats.com/fighter-details/b160e4f251283d70,Lucasz Sudolski
Daisuke,Sugie,Amazon,http://ufcstats.com/fighter-details/8215e4fe24e8e81b,Daisuke Sugie
Takashi,Sugiura,,http://ufcstats.com/fighter-details/06c60fc2c8dcd7bd,Takashi Sugiura
Naho,Sugiyuma,Sugi Rock,http://ufcstats.com/fighter-details/b205d4f2ff44bc89,Naho Sugiyuma
George,Sullivan,The Silencer,http://ufcstats.com/fighter-details/6c7e25571490aa3b,George Sullivan
Amar,Suloev,,http://ufcstats.com/fighter-details/7aa88401f93ce836,Amar Suloev
Magomed,Sultanakhmedov,,http://ufcstats.com/fighter-details/fe1fdc6be470f773,Magomed Sultanakhmedov
Justin,Sumter,,http://ufcstats.com/fighter-details/31f9a1f56cbb6ac5,Justin Sumter
,Sumudaerji,The Tibetan Eagle,http://ufcstats.com/fighter-details/3cf18e01cb6cbde3,
Rama,Supandhi,Hellboy,http://ufcstats.com/fighter-details/6d537248fe7cccf1,Rama Supandhi
Aji,Susilo,,http://ufcstats.com/fighter-details/22af3546bd967280,Aji Susilo
Jason,Suttie,Nobunaga,http://ufcstats.com/fighter-details/cc5834a495d1ea08,Jason Suttie
Joel,Sutton,,http://ufcstats.com/fighter-details/a6a9ab5a824e8f66,Joel Sutton
Chad,Sutton,,http://ufcstats.com/fighter-details/556347e2b0e33979,Chad Sutton
Danilo,Suzart,,http://ufcstats.com/fighter-details/3d99e5aa85d7576a,Danilo Suzart
Martin,Svensson,,http://ufcstats.com/fighter-details/bcad7223af3c19da,Martin Svensson
Daniel,Swain,,http://ufcstats.com/fighter-details/cc39185f2d7d89e4,Daniel Swain
Cub,Swanson,,http://ufcstats.com/fighter-details/d247691a6c0e9034,Cub Swanson
Mike,Swick,Quick,http://ufcstats.com/fighter-details/9fe85152f351e737,Mike Swick
Floyd,Sword,,http://ufcstats.com/fighter-details/5330fe7e4c3af81c,Floyd Sword
Oumar,Sy,,http://ufcstats.com/fighter-details/46e2011d92463b7e,Oumar Sy
Klaudia,Sygula,,http://ufcstats.com/fighter-details/9f5e3c20ce40b344,Klaudia Sygula
Bentley,Syler,Bolivia,http://ufcstats.com/fighter-details/abd2109bc4cb0291,Bentley Syler
Kevin,Syler,El Nino Bala,http://ufcstats.com/fighter-details/9094a881a7513de3,Kevin Syler
Leo,Sylvest,Lethal,http://ufcstats.com/fighter-details/58a36b4ccf5dc30e,Leo Sylvest
Tony,Sylvester,,http://ufcstats.com/fighter-details/87b7df65c30008c4,Tony Sylvester
Tim,Sylvia,The Maine-iac,http://ufcstats.com/fighter-details/2a542ee8a8b83559,Tim Sylvia
Kevin,Szaflarski,,http://ufcstats.com/fighter-details/d2d05dda5f887f87,Kevin Szaflarski
Bartosz,Szewczyk,,http://ufcstats.com/fighter-details/224050896306f00c,Bartosz Szewczyk
Osamu,Tachihikari,,http://ufcstats.com/fighter-details/e7bc606d269896aa,Osamu Tachihikari
Amber,Tackett,,http://ufcstats.com/fighter-details/bb01bc3c57f39b04,Amber Tackett
Eugenio,Tadeu,,http://ufcstats.com/fighter-details/f70144caea5c4c80,Eugenio Tadeu
Justin,Tafa,Bad Man,http://ufcstats.com/fighter-details/e13abac8089a801a,Justin Tafa
Junior,Tafa,The Juggernaut,http://ufcstats.com/fighter-details/c15fa95b9a12fde4,Junior Tafa
Khalid,Taha,The Warrior,http://ufcstats.com/fighter-details/b4537562f88ac582,Khalid Taha
Joe,Taimanglo,The Juggernaut,http://ufcstats.com/fighter-details/9bf126927843e184,Joe Taimanglo
Tatsuro,Taira,,http://ufcstats.com/fighter-details/4461d7e47375a895,Tatsuro Taira
Mairbek,Taisumov,Beckan,http://ufcstats.com/fighter-details/8f5c8850b2484173,Mairbek Taisumov
Nobuhiko,Takada,,http://ufcstats.com/fighter-details/a25b71fe5e31fa97,Nobuhiko Takada
Yoshiki,Takahashi,Kazuo,http://ufcstats.com/fighter-details/6420efac0578988b,Yoshiki Takahashi
Yoko,Takahashi,,http://ufcstats.com/fighter-details/01f86e2d604e2f3c,Yoko Takahashi
Daiju,Takase,,http://ufcstats.com/fighter-details/4f74c8be51db8a37,Daiju Takase
Hiroyuki,Takaya,Streetfight Bancho,http://ufcstats.com/fighter-details/0d16bdb7d32e88e9,Hiroyuki Takaya
Yoshihiro,Takayama,,http://ufcstats.com/fighter-details/d856a0080ac09ed7,Yoshihiro Takayama
Makoto,Takimoto,,http://ufcstats.com/fighter-details/a7724f51e32e763e,Makoto Takimoto
Oleg,Taktarov,The Russian Bear,http://ufcstats.com/fighter-details/1dc56b59cb28425d,Oleg Taktarov
Payton,Talbott,,http://ufcstats.com/fighter-details/6e743a33d56bdaa4,Payton Talbott
Nordine,Taleb,,http://ufcstats.com/fighter-details/49858bf46dabf6fb,Nordine Taleb
Murtaza,Talha,,http://ufcstats.com/fighter-details/6aab5c20395ee722,Murtaza Talha
Tsuyoshi,Tamakairiki,,http://ufcstats.com/fighter-details/eaa0a728cc91ef60,Tsuyoshi Tamakairiki
Eli,Tamez,Tomahawk,http://ufcstats.com/fighter-details/bfd4d50591033a1f,Eli Tamez
Kiyoshi,Tamura,,http://ufcstats.com/fighter-details/30e8b4505f5ccf92,Kiyoshi Tamura
Akitoshi,Tamura,The Ironman,http://ufcstats.com/fighter-details/c95fbc085e17a532,Akitoshi Tamura
Issei,Tamura,,http://ufcstats.com/fighter-details/57bf89d42364d39e,Issei Tamura
Jason,Tan,,http://ufcstats.com/fighter-details/ad3041e61896b975,Jason Tan
Akihito,Tanaka,Kinniku Mantaro,http://ufcstats.com/fighter-details/1bf49bf829964144,Akihito Tanaka
Michinori,Tanaka,,http://ufcstats.com/fighter-details/64788ee44b062ded,Michinori Tanaka
Evan,Tanner,,http://ufcstats.com/fighter-details/8f2d9ee27f206f1f,Evan Tanner
Kasey,Tanner,,http://ufcstats.com/fighter-details/078b732efa497f49,Kasey Tanner
Otari,Tanzilovi,,http://ufcstats.com/fighter-details/b9124c308671e303,Otari Tanzilovi
Manny,Tapia,The Mangler,http://ufcstats.com/fighter-details/0eec866a077889f0,Manny Tapia
Gary,Tapusoa,,http://ufcstats.com/fighter-details/37ac9e0f4fc86171,Gary Tapusoa
Miesha,Tate,Cupcake,http://ufcstats.com/fighter-details/b96619b3acd7d9da,Miesha Tate
Aaron,Tau,Tauzemup,http://ufcstats.com/fighter-details/7abf7f8778472b7b,Aaron Tau
Deividas,Taurosevicius,,http://ufcstats.com/fighter-details/ef927e4fe2117ab8,Deividas Taurosevicius
Thiago,Tavares,,http://ufcstats.com/fighter-details/8a59d346dc976a10,Thiago Tavares
Jeremy,Tavares,,http://ufcstats.com/fighter-details/681d07e328798ec0,Jeremy Tavares
Brad,Tavares,,http://ufcstats.com/fighter-details/0c6d9ea8306c029e,Brad Tavares
Ramon,Taveras,The Savage,http://ufcstats.com/fighter-details/c5ccd878231c5407,Ramon Taveras
Paul,Taylor,Relentless,http://ufcstats.com/fighter-details/9b74de674c355425,Paul Taylor
Jesse,Taylor,JT Money,http://ufcstats.com/fighter-details/dd992d569aaebee6,Jesse Taylor
Torrance,Taylor,,http://ufcstats.com/fighter-details/88e53ec16b801740,Torrance Taylor
Louis,Taylor,Handgunz,http://ufcstats.com/fighter-details/49bddfee9ed54cf3,Louis Taylor
Anthony,Taylor,Pretty Boy,http://ufcstats.com/fighter-details/637a4d8825464c62,Anthony Taylor
Danielle,Taylor,Dynamite,http://ufcstats.com/fighter-details/b76c6268dc1d3c05,Danielle Taylor
J.T,Taylor,The Outlaw ,http://ufcstats.com/fighter-details/17c6e35e4da505b0,J.T Taylor
James,Te Huna,,http://ufcstats.com/fighter-details/f5431394fb284bb9,James Te Huna
Cam,Teague,Chaos,http://ufcstats.com/fighter-details/b47c9ea5f2895d6e,Cam Teague
Shawn,Teed,,http://ufcstats.com/fighter-details/5bb70ebd65075c5c,Shawn Teed
Glover,Teixeira,,http://ufcstats.com/fighter-details/7ff97850e8c32bda,Glover Teixeira
John,Teixeira,Macapa,http://ufcstats.com/fighter-details/86061eaba822bfea,John Teixeira
Ewerton,Teixeira,,http://ufcstats.com/fighter-details/de9e331b3e6bae70,Ewerton Teixeira
Tallison,Teixeira,Xicao,http://ufcstats.com/fighter-details/17923f676f100e16,Tallison Teixeira
Tra,Telligman,Trauma,http://ufcstats.com/fighter-details/1dab0d1d81dd06db,Tra Telligman
Ramazan,Temirov,Temurlan,http://ufcstats.com/fighter-details/7d0a1968b38ca439,Ramazan Temirov
Taneisha,Tennant,Triple Threat,http://ufcstats.com/fighter-details/87911d22a79d3203,Taneisha Tennant
Herman,Terrado,,http://ufcstats.com/fighter-details/61d6368013f8637f,Herman Terrado
Dave,Terrel,The Bionic,http://ufcstats.com/fighter-details/b9aa0024f295609e,Dave Terrel
David,Terrell,The Soul Assassin,http://ufcstats.com/fighter-details/4123fd4dcc1fe937,David Terrell
James,Terry,Intensity,http://ufcstats.com/fighter-details/5befa793316d3469,James Terry
Jeff,Terry,,http://ufcstats.com/fighter-details/60f86c449cd31e23,Jeff Terry
David,Teymur,,http://ufcstats.com/fighter-details/2747c60e42d9d75f,David Teymur
Daniel,Teymur,Kid Dynamite,http://ufcstats.com/fighter-details/fbf0537e420e698e,Daniel Teymur
Motonobu,Tezuka,,http://ufcstats.com/fighter-details/d34636a85f0f4c90,Motonobu Tezuka
Jason,Thacker,,http://ufcstats.com/fighter-details/f0264252e191da22,Jason Thacker
Alexia,Thainara,Burguesinha,http://ufcstats.com/fighter-details/545092d13c67aa49,Alexia Thainara
Brandon,Thatch,Rukus,http://ufcstats.com/fighter-details/638cfec7ec559d6e,Brandon Thatch
Elias,Theodorou,The Spartan,http://ufcstats.com/fighter-details/34f88592c0ab7a54,Elias Theodorou
Nik,Theotikos,,http://ufcstats.com/fighter-details/ca936c67687789e9,Nik Theotikos
Paulo,Thiago,,http://ufcstats.com/fighter-details/30a09e43f15f1d75,Paulo Thiago
Din,Thomas,Dinyero,http://ufcstats.com/fighter-details/40a604761ca7d64d,Din Thomas
Ryan,Thomas,The Tank Engine,http://ufcstats.com/fighter-details/b732b326c362fb62,Ryan Thomas
Noah,Thomas,,http://ufcstats.com/fighter-details/319c15b8aac5bfde,Noah Thomas
Joel,Thomas ,The NIce Guy,http://ufcstats.com/fighter-details/2b33e57c4d0a4502,Joel Thomas 
Treston,Thomison,,http://ufcstats.com/fighter-details/ed5f04f833459877,Treston Thomison
Nick,Thompson,The Goat,http://ufcstats.com/fighter-details/7d3caf0f96f1b33d,Nick Thompson
James,Thompson,The Colossus,http://ufcstats.com/fighter-details/9e30f69cc0869301,James Thompson
Oli,Thompson,,http://ufcstats.com/fighter-details/dcdd511ff757f15c,Oli Thompson
Stephen,Thompson,Wonderboy,http://ufcstats.com/fighter-details/4a28cb716c19157a,Stephen Thompson
Josh,Thomson,The Punk,http://ufcstats.com/fighter-details/a566371ba2ad7152,Josh Thomson
Simeon,Thoresen,The Grin,http://ufcstats.com/fighter-details/fea8acf9bfcf09ec,Simeon Thoresen
Josh,Thornburg,,http://ufcstats.com/fighter-details/083e15da67d9b0fa,Josh Thornburg
Gleison,Tibau,,http://ufcstats.com/fighter-details/75e5fec9f72910ef,Gleison Tibau
Chris,Tickle,BadBoy,http://ufcstats.com/fighter-details/1d1b85389a05df69,Chris Tickle
Nolan,Ticman,,http://ufcstats.com/fighter-details/9eb069062a0cfc13,Nolan Ticman
Darren,Till,The Gorilla,http://ufcstats.com/fighter-details/9ce6d5a03af801b7,Darren Till
Brett,Tillis,,http://ufcstats.com/fighter-details/7b461ccae8270207,Brett Tillis
Denis,Tiuliulin,,http://ufcstats.com/fighter-details/0112352cb32f5026,Denis Tiuliulin
Ryan,Tobar,,http://ufcstats.com/fighter-details/57481f1f10530c61,Ryan Tobar
Andrew,Todhunter,The Sniper,http://ufcstats.com/fighter-details/274ca7b799b402cc,Andrew Todhunter
Dusko,Todorovic,Thunder,http://ufcstats.com/fighter-details/866fd7b1a6c90e7f,Dusko Todorovic
Tuco,Tokkos,,http://ufcstats.com/fighter-details/3e8118c1ab52f211,Tuco Tokkos
Hideo,Tokoro,,http://ufcstats.com/fighter-details/2d5fbe2103f97053,Hideo Tokoro
Anatoly,Tokov,,http://ufcstats.com/fighter-details/679ae8c4fd022c6b,Anatoly Tokov
Kazuki,Tokudome,,http://ufcstats.com/fighter-details/c4af2feb4b58bc3b,Kazuki Tokudome
Puja,Tomar,Cyclone,http://ufcstats.com/fighter-details/19f8a2f6eecd92ac,Puja Tomar
Tyler,Toner,,http://ufcstats.com/fighter-details/8e893f269d5696b2,Tyler Toner
James,Toney,Lights Out,http://ufcstats.com/fighter-details/d10b35152277cf98,James Toney
Masanori,Tonooka,,http://ufcstats.com/fighter-details/9de7c97e1c0d7927,Masanori Tonooka
Carl,Toomey,,http://ufcstats.com/fighter-details/5ee87e0432205755,Carl Toomey
Ilia,Topuria,El Matador,http://ufcstats.com/fighter-details/54f64b5e283b0ce7,Ilia Topuria
Aleksandre,Topuria,El Cazador,http://ufcstats.com/fighter-details/4a6dff1b260bcf61,Aleksandre Topuria
Anthony,Torres,The Crush,http://ufcstats.com/fighter-details/918d9d89d4d52acc,Anthony Torres
Miguel,Torres,,http://ufcstats.com/fighter-details/33b2f68ef95252e0,Miguel Torres
Ronys,Torres,,http://ufcstats.com/fighter-details/cce79e827569f26e,Ronys Torres
Haven,Torres,,http://ufcstats.com/fighter-details/1ff10dee2f7ae60c,Haven Torres
Alex,Torres,Rolo,http://ufcstats.com/fighter-details/e4e0f310b3cf23a8,Alex Torres
Abram,Torres,,http://ufcstats.com/fighter-details/e175a261a280f7cb,Abram Torres
Jose,Torres,Shorty,http://ufcstats.com/fighter-details/d2036f31c035e0d1,Jose Torres
Desmond,Torres,,http://ufcstats.com/fighter-details/971aebf56267de20,Desmond Torres
Manuel,Torres,El Loco,http://ufcstats.com/fighter-details/2e7878927067fdca,Manuel Torres
Eduardo,Torres Caut,Cyborg,http://ufcstats.com/fighter-details/c8d46028907bcece,Eduardo Torres Caut
Salim,Touahri,Grizzly,http://ufcstats.com/fighter-details/cbf1c7ba5408a66f,Salim Touahri
Dequan,Townsend,The Tarantula,http://ufcstats.com/fighter-details/3f7dab21b6c971bc,Dequan Townsend
Minoru,Toyonaga,,http://ufcstats.com/fighter-details/04076783ca83d6ae,Minoru Toyonaga
Slim,Trabelsi,,http://ufcstats.com/fighter-details/ff2ec83f44000f78,Slim Trabelsi
Roberto,Traven,Spider,http://ufcstats.com/fighter-details/20ec0061400178ca,Roberto Traven
Bryan,Travers,,http://ufcstats.com/fighter-details/008cf84faae9c7a5,Bryan Travers
Alexander,Trevino,,http://ufcstats.com/fighter-details/73abb7a5c57fb443,Alexander Trevino
Francisco,Trevino,Sitkayan,http://ufcstats.com/fighter-details/97a6bbe6e6566a94,Francisco Trevino
Angelo,Trevino,Baby Monsta,http://ufcstats.com/fighter-details/0cf9f5518d6063bb,Angelo Trevino
Frank,Trigg,Twinkle Toes,http://ufcstats.com/fighter-details/d2d37e8eeb3abc8d,Frank Trigg
Francisco,Trinaldo,Massaranduba,http://ufcstats.com/fighter-details/a8283a4f415e1eb9,Francisco Trinaldo
Damien,Trites,The Omen,http://ufcstats.com/fighter-details/cb1c09c8126dbee0,Damien Trites
Michael,Trizano,The Lone Wolf,http://ufcstats.com/fighter-details/5bf31a46becc1204,Michael Trizano
Antonio,Trocoli,Malvado,http://ufcstats.com/fighter-details/6d48a2df51749d91,Antonio Trocoli
Tor,Troeng,The Hammer,http://ufcstats.com/fighter-details/8abf70f79e9e27c2,Tor Troeng
Aaron,Trujillo,,http://ufcstats.com/fighter-details/cc18abc046b382c9,Aaron Trujillo
Reynaldo,Trujillo,The Truth,http://ufcstats.com/fighter-details/e6b233a007cb06c4,Reynaldo Trujillo
Abel,Trujillo,Killa,http://ufcstats.com/fighter-details/e14b5aa06eea9653,Abel Trujillo
Arman,Tsarukyan,Ahalkalakets,http://ufcstats.com/fighter-details/eae48ff31db420c2,Arman Tsarukyan
Rei,Tsuruya,,http://ufcstats.com/fighter-details/2f43a3e82661fa99,Rei Tsuruya
Chris,Tuchscherer,The Crowbar,http://ufcstats.com/fighter-details/df05aa15b2d66f57,Chris Tuchscherer
Jon,Tuck,Super Saiyan,http://ufcstats.com/fighter-details/53ec9cb470e1a4ea,Jon Tuck
Gavin,Tucker,Guv'nor,http://ufcstats.com/fighter-details/da816417a579a0bd,Gavin Tucker
Jumabieke,Tuerxun,The Wild Wolf,http://ufcstats.com/fighter-details/1ed32eaaba9ffe10,Jumabieke Tuerxun
Tom,Tuggle,The Law,http://ufcstats.com/fighter-details/b9aa7d230865b5fe,Tom Tuggle
Blair,Tugman,,http://ufcstats.com/fighter-details/63f8775391301891,Blair Tugman
Tai,Tuivasa,Bam Bam,http://ufcstats.com/fighter-details/c62fbc117d57b943,Tai Tuivasa
Zubaira,Tukhugov,Warrior,http://ufcstats.com/fighter-details/aceffa19749c4dc0,Zubaira Tukhugov
Teila,Tuli,,http://ufcstats.com/fighter-details/96eff1a628adcc7f,Teila Tuli
Marco,Tulio,Matuto,http://ufcstats.com/fighter-details/9384e71bca6c409d,Marco Tulio
Nyamjargal,Tumendemberel,Art of Knockout,http://ufcstats.com/fighter-details/17cb6d8e8187f304,Nyamjargal Tumendemberel
Albert,Tumenov,Einstein,http://ufcstats.com/fighter-details/ff6a1f63c254127e,Albert Tumenov
Ricky,Turcios,,http://ufcstats.com/fighter-details/cd3d7e37ff2d679c,Ricky Turcios
Anton,Turkalj,The Pleasure Man,http://ufcstats.com/fighter-details/82529ce93cd9a2cf,Anton Turkalj
Wellington,Turman,The Prodigy,http://ufcstats.com/fighter-details/4dcfb28c011c11b2,Wellington Turman
Courtney,Turner,,http://ufcstats.com/fighter-details/56f4b81ec4db61af,Courtney Turner
Jalin,Turner,The Tarantula,http://ufcstats.com/fighter-details/4d8fa64202cee4c1,Jalin Turner
Austin,Tweedy,,http://ufcstats.com/fighter-details/885adaff8fe15cf7,Austin Tweedy
Marcin,Tybura,Tybur,http://ufcstats.com/fighter-details/c9cf753cfdf77fc2,Marcin Tybura
Takeru,Uchida,,http://ufcstats.com/fighter-details/1d76f07ffdd765c2,Takeru Uchida
Alberto,Uda,,http://ufcstats.com/fighter-details/8f2deefe8c5dfb5d,Alberto Uda
Ryuki,Ueyama,,http://ufcstats.com/fighter-details/bcd124bcd3d5be46,Ryuki Ueyama
Christian,Uflacker,,http://ufcstats.com/fighter-details/10ccf4ec9913cadc,Christian Uflacker
Andy,Uhrich,,http://ufcstats.com/fighter-details/4a1a492f299581d9,Andy Uhrich
Tagir,Ulanbekov,,http://ufcstats.com/fighter-details/f00ac08ab056af5d,Tagir Ulanbekov
Carlos,Ulberg,Black Jag,http://ufcstats.com/fighter-details/9014c02eff8b3d62,Carlos Ulberg
Gasan,Umalatov,Cobra,http://ufcstats.com/fighter-details/7a39bbac8cc0fa70,Gasan Umalatov
Jeremy,Umphries,,http://ufcstats.com/fighter-details/4793a2d90f5ab8ae,Jeremy Umphries
Zach,Underwood,,http://ufcstats.com/fighter-details/1e310618d02ff93b,Zach Underwood
Caol,Uno,Uno Shoten,http://ufcstats.com/fighter-details/eb1723480fa2f96c,Caol Uno
Kengo,Ura,Uraken,http://ufcstats.com/fighter-details/58258914525740a5,Kengo Ura
Logan,Urban,Hulk,http://ufcstats.com/fighter-details/5e23f30e9c6ed74e,Logan Urban
Hector,Urbina,El Toro,http://ufcstats.com/fighter-details/4b8fb0453a596b8e,Hector Urbina
Elias,Urbina,,http://ufcstats.com/fighter-details/47fcdcaccb58ca80,Elias Urbina
Gilbert,Urbina,The RGV Bad Boy,http://ufcstats.com/fighter-details/b12fb759e02378de,Gilbert Urbina
Nick,Urso,,http://ufcstats.com/fighter-details/e78c4c3d329c531b,Nick Urso
Yasuhiro,Urushitani,,http://ufcstats.com/fighter-details/c34e5849184b08c3,Yasuhiro Urushitani
Sho Patrick,Usami,Savage,http://ufcstats.com/fighter-details/fe30c5f5cc3e028b,Sho Patrick Usami
Kamaru,Usman,The Nigerian Nightmare,http://ufcstats.com/fighter-details/f1b2aa7853d1ed6e,Kamaru Usman
Mohammed,Usman,The Motor,http://ufcstats.com/fighter-details/da7f113b5ea39c43,Mohammed Usman
Darren,Uyenoyama,BC,http://ufcstats.com/fighter-details/6546af7ab545b90c,Darren Uyenoyama
Richie,Vaculik,Vas,http://ufcstats.com/fighter-details/54578e5927adea53,Richie Vaculik
Artem,Vakhitov,,http://ufcstats.com/fighter-details/43e549b803ec7375,Artem Vakhitov
Egidijus,Valavicius,,http://ufcstats.com/fighter-details/fc1868f56d3036eb,Egidijus Valavicius
Genaro,Valdez,Rayadito,http://ufcstats.com/fighter-details/cda1099995b46cc2,Genaro Valdez
Charlie,Valencia,,http://ufcstats.com/fighter-details/8a0be41c0380188d,Charlie Valencia
Robert,Valentin,Robzilla,http://ufcstats.com/fighter-details/0cd0456d6029cec2,Robert Valentin
Victor,Valenzuela,Joe Boxer,http://ufcstats.com/fighter-details/de277a4abcfeea46,Victor Valenzuela
Ivan,Valenzuela,Bam Bam,http://ufcstats.com/fighter-details/45b82ebf0b9e0fd2,Ivan Valenzuela
Timur,Valiev,Lucky,http://ufcstats.com/fighter-details/45e738622ea2c02c,Timur Valiev
Victor,Valimaki,The Matrix,http://ufcstats.com/fighter-details/663b76da637402c3,Victor Valimaki
Andrew,Valladerez,,http://ufcstats.com/fighter-details/2a898bf9fb7710b3,Andrew Valladerez
Kevin,Vallejos,El Chino,http://ufcstats.com/fighter-details/239d8e5359022f3b,Kevin Vallejos
Isaac,Vallie-Flagg,,http://ufcstats.com/fighter-details/c295de4e10acd4c9,Isaac Vallie-Flagg
Joshua,Van,The Fearless,http://ufcstats.com/fighter-details/17e97649403ba428,Joshua Van
Mike,van Arsdale,,http://ufcstats.com/fighter-details/2ee09ec2a0695eb9,Mike van Arsdale
Matt,Van Buren,Gutter,http://ufcstats.com/fighter-details/7b39035fae7268b8,Matt Van Buren
Ron,van Clief,The Black Dragon,http://ufcstats.com/fighter-details/23ab42947c1990e3,Ron van Clief
Lloyd,Van Dams,,http://ufcstats.com/fighter-details/02177caefe7c07d4,Lloyd Van Dams
Alain,Van der Merckt,Top Boy,http://ufcstats.com/fighter-details/f6bbc6ba4f06ad60,Alain Van der Merckt
Cameron,VanCamp,Jumpman,http://ufcstats.com/fighter-details/87e2468b986ebb79,Cameron VanCamp
Chad,Vance,,http://ufcstats.com/fighter-details/26d61e92a6069cd2,Chad Vance
Jared,Vanderaa,,http://ufcstats.com/fighter-details/2b68d9f125d07b42,Jared Vanderaa
Austin,Vanderford,AK-47,http://ufcstats.com/fighter-details/32c3ee378671a5d9,Austin Vanderford
Lando,Vannata,Groovy,http://ufcstats.com/fighter-details/f9b200db02b488d9,Lando Vannata
Paige,VanZant,12 Gauge,http://ufcstats.com/fighter-details/4d5197f331c47290,Paige VanZant
Paul,Varelans,The Polar Bear,http://ufcstats.com/fighter-details/07a18ae55dfc3cd9,Paul Varelans
Kazula,Vargas,,http://ufcstats.com/fighter-details/ec18eb918121787c,Kazula Vargas
